00:11:59.005	-0.41 
00:12:09.790	-0.65 
00:12:20.213	-0.11 
00:12:30.066	-0.75 
00:12:39.605	-2.79 
00:12:47.279	-0.23 
00:12:54.298	-0.38 
00:13:00.718	-0.48 
00:13:09.140	-0.48 
00:13:18.802	-2.27 
00:13:28.011	-0.62 
00:13:39.494	-0.48 
00:13:50.224	-0.37 
00:13:58.352	-0.44 
00:14:10.041	0.02 
00:14:20.415	-0.13 
00:14:29.125	-0.39 
00:14:36.987	-2.44 
00:14:49.708	-0.38 
00:15:03.765	-0.48 
00:15:08.905	-2.03 
00:15:18.284	-0.05 
00:15:31.724	-0.19 
00:15:41.252	0.06 
00:15:49.597	-0.09 
00:16:00.752	-0.05 
00:16:11.804	-0.28 
00:16:21.637	-0.03 
00:16:30.513	-0.29 
00:16:43.917	-0.80 
00:16:58.997	-0.62 
00:17:11.143	-0.25 
00:17:23.944	-0.40 
00:17:33.928	-0.32 
00:17:42.869	-3.96 
00:17:54.879	0.01 
00:18:04.402	-1.51 
00:18:13.672	0.04 
00:18:20.952	-0.42 
00:18:33.429	-0.12 
00:18:41.756	-0.27 
00:18:53.560	-0.80 
00:19:02.807	-0.35 
00:19:16.341	-0.07 
00:19:21.609	-2.83 
00:19:32.760	-0.51 
00:19:43.689	-0.64 
00:19:51.857	-0.73 
00:20:01.341	-1.55 
00:20:09.994	-0.38 
00:20:22.104	-0.22 
00:20:28.513	-0.19 
00:20:39.266	-0.35 
00:20:44.568	-4.26 
00:20:50.610	-0.36 
00:21:00.290	-0.02 
00:21:08.030	-0.26 
00:21:19.448	-0.58 
00:21:24.006	-0.98 
00:21:34.991	-0.35 
00:21:43.343	-0.95 
00:21:52.949	-0.99 
00:22:02.870	-0.38 
00:22:11.926	-0.38 
00:22:25.421	-0.57 
00:22:35.902	-0.19 
00:22:47.245	-0.29 
00:22:57.066	-1.48 
00:23:06.803	-0.30 
00:23:14.709	-1.49 
00:23:20.942	-1.20 
00:23:30.640	-1.20 
00:23:43.455	-0.25 
00:23:49.631	-3.59 
00:23:54.097	-0.03 
00:24:02.300	-0.20 
00:24:10.644	-0.56 
00:24:19.601	-0.24 
00:24:28.380	-1.12 
00:24:35.900	-0.18 
00:24:39.627	-3.07 
00:24:48.529	-3.20 
00:24:59.842	-0.59 
00:25:10.357	-0.38 
00:25:19.930	-2.53 
00:25:26.812	-0.69 
00:25:36.530	-2.28 
00:25:45.855	-0.27 
00:25:52.387	-0.07 
00:26:01.762	-1.66 
00:26:11.053	-0.61 
00:26:20.513	-0.44 
00:26:30.498	-0.22 
00:26:37.815	-0.22 
00:26:49.422	-0.39 
00:26:55.734	-1.39 
00:27:06.296	-0.64 
00:27:12.971	-1.53 
00:27:18.854	-2.32 
00:27:25.749	-0.61 
00:27:31.203	-1.55 
00:27:36.748	-2.96 
00:27:50.858	-0.36 
00:27:59.115	-0.64 
00:28:05.970	-0.04 
00:28:14.631	-1.54 
00:28:25.472	-0.36 
00:28:33.084	-0.59 
00:28:40.464	-0.42 
00:28:49.108	-0.56 
00:28:56.819	-0.59 
00:29:07.844	-0.48 
00:29:12.287	-0.16 
00:29:23.601	-0.59 
00:29:31.109	-0.69 
00:29:40.764	-0.15 
00:29:50.153	-2.58 
00:29:55.590	-0.46 
00:30:04.801	-2.86 
00:30:14.327	-0.37 
00:30:25.785	-0.24 
00:30:34.278	-0.41 
00:30:45.704	-0.07 
00:30:57.344	-20.73 
00:31:02.377	-1.57 
00:31:14.693	-1.88 
00:31:26.571	-1.72 
